id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1
339,2024-06-30,5874,7662,1
9632,2024-06-30,10664,7662,1
406,2024-06-30,834,7662,2
9502,2024-06-30,8900,7662,3
1021,2024-06-30,9407,7662,5
5473,2024-06-30,964,7662,1
5195,2024-06-30,4426,7662,2
4333,2024-06-30,5874,7662,1
1122,2024-06-30,10816,7662,1
1389,2024-06-30,4486,7662,1
9956,2024-06-30,1571,7662,1
5119,2024-06-30,494,7662,1
6222,2024-06-30,3062,7662,4
3602,2024-06-30,8076,7662,1
1717,2024-06-30,9322,7662,3
4629,2024-06-30,11197,7662,1
9359,2024-06-30,11197,7662,1
2894,2024-06-30,9771,7662,1
2080,2024-06-30,11343,7662,1
7436,2024-06-30,702,7662,1
7967,2024-06-30,6619,7662,1
8078,2024-06-30,11343,7662,1
4730,2024-06-30,9407,7662,3
5935,2024-06-30,2352,7662,1
1561,2024-06-30,92,7662,1
5984,2024-06-30,10327,7662,1
1163,2024-06-30,8896,7662,1
8328,2024-06-30,4031,7662,1
2299,2024-06-30,4031,7662,1
791,2024-06-30,4031,7662,1
8376,2024-06-30,4231,7662,5
4213,2024-06-30,11197,7662,1
4350,2024-06-30,8656,7662,1
7055,2024-06-30,6962,7662,1
7346,2024-06-30,3946,7662,2
3218,2024-06-30,3587,7662,1
1932,2024-06-30,299,7662,1
1821,2024-06-30,1288,7662,1
3731,2024-06-30,10747,7662,5
2403,2024-06-30,7449,7662,1
4661,2024-06-30,11802,7662,2
2199,2024-06-30,3863,7662,1
4587,2024-06-30,11015,7662,5
8021,2024-06-30,6695,7662,2
308,2024-06-30,5879,7662,2
9257,2024-06-30,4654,7662,1
3891,2024-06-30,10175,7662,1
3172,2024-06-30,7622,7662,1
5626,2024-06-30,8655,7662,3
714,2024-06-30,1587,7662,3
8057,2024-06-30,1489,7662,1
5929,2024-06-30,10771,7662,5
4522,2024-06-30,6673,7662,3
404,2024-06-30,1489,7662,1
2578,2024-06-30,11741,7662,1
1590,2024-06-30,6069,7662,3
9421,2024-06-30,8483,7662,5
2545,2024-06-30,3207,7662,3
6585,2024-06-30,2719,7662,5
6667,2024-06-30,11865,7662,3
9460,2024-06-30,10776,7662,3
2137,2024-06-30,1601,7662,3
7619,2024-06-30,6744,7662,1
6390,2024-06-30,777,7662,1
5065,2024-06-30,8753,7662,1
9260,2024-06-30,1288,7662,3
9973,2024-06-30,8347,7662,3
1461,2024-06-30,2350,7662,5
8596,2024-06-30,10345,7662,1
3676,2024-06-30,10345,7662,1
8075,2024-06-30,7444,7662,1
7874,2024-06-30,4548,7662,3
9713,2024-06-30,6737,7662,5
7381,2024-06-30,5785,7662,1
1362,2024-06-30,8428,7662,3
1731,2024-06-30,10772,7662,3
5912,2024-06-30,10658,7662,1
2260,2024-06-30,2411,7662,1
2278,2024-06-30,6745,7662,2
9535,2024-06-30,3920,7662,5
2116,2024-06-30,4105,7662,5
6105,2024-06-30,1115,7662,1
1008,2024-06-30,4395,7662,2
4946,2024-06-30,11199,7662,2
4763,2024-06-30,1112,7662,2
8834,2024-06-30,9292,7662,2
8256,2024-06-30,592,7662,5
2514,2024-06-30,9058,7662,3
6317,2024-06-30,1948,7662,3
7094,2024-06-30,5990,7662,2
805,2024-06-30,1420,7662,1
6856,2024-06-30,2298,7662,2
7687,2024-06-30,2018,7662,1
6613,2024-06-30,2132,7662,5
8816,2024-06-30,506,7662,3
5346,2024-06-30,11311,7662,3
6751,2024-06-30,11060,7662,2
3805,2024-06-30,333,7662,2
3769,2024-06-30,9847,7662,3
4413,2024-06-30,8043,7662,5
2393,2024-06-30,4565,7662,2
71,2024-06-30,6964,7662,1
1112,2024-06-30,8043,7662,5
4610,2024-06-30,5398,7662,2
167,2024-06-30,7502,7662,3
8351,2024-06-30,5392,7662,3
1320,2024-06-30,870,7662,1
6391,2024-06-30,8743,7662,1
4245,2024-06-30,5047,7662,1
9924,2024-06-30,4351,7662,5
2152,2024-06-30,7235,7662,1
2484,2024-06-30,1836,7662,3
608,2024-06-30,4686,7662,1
7709,2024-06-30,4613,7662,3
8331,2024-06-30,1786,7662,3
2452,2024-06-30,6134,7662,4
1939,2024-06-30,4511,7662,1
9072,2024-06-30,319,7662,1
2572,2024-06-30,4958,7662,5
4209,2024-06-30,9283,7662,2
720,2024-06-30,6996,7662,3
4987,2024-06-30,6008,7662,2
3308,2024-06-30,6008,7662,1
525,2024-06-30,11314,7662,1
8907,2024-06-30,10192,7662,3
3865,2024-06-30,10630,7662,1
4958,2024-06-30,11809,7662,1
4552,2024-06-30,8267,7662,1
1783,2024-06-30,447,7662,3
5845,2024-06-30,6677,7662,3
2865,2024-06-30,11809,7662,1
3190,2024-06-30,7533,2744,2
8742,2024-06-30,5313,7662,1
7790,2024-06-30,4822,7662,3
6047,2024-06-30,4053,7662,3
2972,2024-06-30,11187,7662,1
2462,2024-06-30,9677,7662,2
6190,2024-06-30,1906,7662,4
5842,2024-06-30,4351,7662,1
7020,2024-06-30,9939,7662,1
6404,2024-06-30,2550,7662,2
5655,2024-06-30,9762,7662,3
5335,2024-06-30,9011,7662,1
2303,2024-06-30,7243,7662,3
8349,2024-06-30,10646,7662,3
7351,2024-06-30,2474,7662,1
7383,2024-06-30,3577,7662,2
8214,2024-06-30,1017,7662,1
3886,2024-06-30,7573,7662,5
3035,2024-06-30,6510,7662,5
7610,2024-06-30,4693,7662,1
7654,2024-06-30,1920,7662,5
4570,2024-06-30,6723,7662,5
1643,2024-06-30,9071,7662,5
6591,2024-06-30,7245,7662,3
4597,2024-06-30,10510,7662,3
6369,2024-06-30,4796,7662,5
4932,2024-06-30,8011,7662,1
1773,2024-06-30,2663,7662,2
370,2024-06-30,319,7662,5
9373,2024-06-30,1777,7662,4
9934,2024-06-30,10556,8537,1
619,2024-06-30,6376,7662,3
4362,2024-06-30,3215,7662,1
6106,2024-06-30,10890,7662,1
7611,2024-06-30,11484,7662,2
5288,2024-06-30,862,7662,2
8523,2024-06-30,815,7662,1
4504,2024-06-30,3434,7662,3
2494,2024-06-30,4627,7662,3
7139,2024-06-30,6541,7662,3
3609,2024-06-30,6102,7662,3
6092,2024-06-30,10598,7662,5
3531,2024-06-30,957,7662,2
4354,2024-06-30,10990,7662,1
8540,2024-06-30,5957,7662,2
2010,2024-06-30,6914,7662,1
2282,2024-06-30,411,7662,5
5305,2024-06-30,6670,7662,1
3193,2024-06-30,5052,7662,1
6715,2024-06-30,7345,7662,5
4255,2024-06-30,7313,7662,5
6027,2024-06-30,5001,7662,1
2380,2024-06-30,1319,7662,1
6123,2024-06-30,1149,7662,1
4455,2024-06-30,15,7662,1
4269,2024-06-30,10639,7662,1
2932,2024-06-30,9162,7662,1
9003,2024-06-30,10837,7662,1
6918,2024-06-30,1149,7662,1
4339,2024-06-30,9632,7662,5
7581,2024-06-30,1241,7662,1
7982,2024-06-30,9049,7662,1
2323,2024-06-30,10880,7662,4
3206,2024-06-30,11217,7662,1
9168,2024-06-30,9809,7662,1
1127,2024-06-30,5956,7662,1
3799,2024-06-30,1056,7662,1
340,2024-06-30,1450,7662,5
8912,2024-06-30,3011,7662,5
5354,2024-06-30,10135,7662,5
2587,2024-06-30,5956,7662,1
8937,2024-06-30,5888,7662,1
7431,2024-06-30,5717,7662,1
9196,2024-06-30,5956,7662,1
5979,2024-06-30,5888,7662,1
397,2024-06-30,10624,7662,1
5487,2024-06-30,11049,7662,1
4612,2024-06-30,2598,7662,1
5990,2024-06-30,3246,7662,1
2102,2024-06-30,5717,7662,1
5125,2024-06-30,1506,7662,1
9532,2024-06-30,3162,7662,3
4600,2024-06-30,7468,7662,1
866,2024-06-30,4417,7662,1
3463,2024-06-30,11049,7662,1
6223,2024-06-30,4558,7662,5
2806,2024-06-30,5822,7662,1
8707,2024-06-30,4891,7662,5
6288,2024-06-30,7044,7662,5
5962,2024-06-30,9273,7662,5
5733,2024-06-30,1394,7662,1
2361,2024-06-30,5687,7662,1
9492,2024-06-30,5052,7662,1
8971,2024-06-30,3190,7662,1
6891,2024-06-30,4612,7662,1
5512,2024-06-30,837,7662,1
9246,2024-06-30,1941,7662,2
4746,2024-06-30,7687,7662,1
7185,2024-06-30,10422,7662,2
4988,2024-06-30,3623,7662,1
6961,2024-06-30,9550,7662,2
2888,2024-06-30,10342,7662,1
4503,2024-06-30,6478,7662,1
6587,2024-06-30,10301,7662,5
5216,2024-06-30,4572,7662,1
5134,2024-06-30,1032,7662,1
9227,2024-06-30,8679,7662,1
5994,2024-06-30,1032,7662,1
4976,2024-06-30,1941,7662,1
2047,2024-06-30,8980,7662,1
1343,2024-06-30,304,7662,3
1858,2024-06-30,845,7662,1
9948,2024-06-30,813,7662,1
7720,2024-06-30,4297,7662,1
2538,2024-06-30,10323,7662,1
5740,2024-06-30,1751,7662,1
700,2024-06-30,5468,7662,1
8734,2024-06-30,4078,7662,2
9999,2024-06-30,9781,7662,2
2287,2024-06-30,6253,7662,1
9249,2024-06-30,2660,7662,1
2564,2024-06-30,2567,7662,1
1787,2024-06-30,1166,7662,3
5043,2024-06-30,8798,7662,3
201,2024-06-30,6508,7662,2
1339,2024-06-30,4080,7662,3
4973,2024-06-30,1871,7662,3
6804,2024-06-30,1796,7662,5
252,2024-06-30,9793,7662,3
1484,2024-06-30,10574,7662,1
3399,2024-06-30,6368,7662,1
4708,2024-06-30,7274,9342,1
3510,2024-06-30,1751,7662,5
3998,2024-06-30,2418,7662,1
79,2024-06-30,255,7662,3
8067,2024-06-30,5723,7662,2
3318,2024-06-30,3227,7662,1
8006,2024-06-30,7129,7662,1
3649,2024-06-30,9161,9161,4
8412,2024-06-30,8355,7662,1
9310,2024-06-30,10943,7662,1
2311,2024-06-30,10178,7662,2
8122,2024-06-30,9000,7662,1
1187,2024-06-30,9011,7662,1
2822,2024-06-30,9946,7662,2
3996,2024-06-30,8039,7662,1
3621,2024-06-30,5222,7662,1
4165,2024-06-30,3322,7662,1
4865,2024-06-30,1796,7662,1
356,2024-06-30,8949,7662,1
8591,2024-06-30,2030,7662,3
3800,2024-06-30,7076,7662,1
17,2024-06-30,5826,7662,3
9265,2024-06-30,10071,7662,1
4303,2024-06-30,3671,7662,2
1076,2024-06-30,2351,7662,5
7823,2024-06-30,5780,7662,5
7601,2024-06-30,3922,7662,1
5197,2024-06-30,4915,7662,1
9875,2024-06-30,8579,7662,2
7226,2024-06-30,255,7662,2
8032,2024-06-30,5561,7662,3
6470,2024-06-30,2233,7662,1
4387,2024-06-30,5780,7662,1
4447,2024-06-30,5626,7662,5
4453,2024-06-30,8872,7662,2
4920,2024-06-30,10813,7662,3
4781,2024-06-30,7126,7662,5
7680,2024-06-30,51,7662,5
1515,2024-06-30,1945,7662,1
8869,2024-06-30,9157,7662,1
8101,2024-06-30,928,7662,5
7385,2024-06-30,3795,7662,2
906,2024-06-30,4791,7662,5
5547,2024-06-30,3297,7662,2
4556,2024-06-30,6998,7662,2
4999,2024-06-30,633,7662,5
7307,2024-06-30,5468,7662,1
4894,2024-06-30,10378,7662,5
7295,2024-06-30,1099,7662,2
3694,2024-06-30,3322,7662,2
1803,2024-06-30,9908,7662,2
8238,2024-06-30,4362,7662,2
6021,2024-06-30,1931,7662,2
1015,2024-06-30,4751,7662,3
395,2024-06-30,5145,7662,1
2912,2024-06-30,4935,7662,1
9680,2024-06-30,4535,7662,5
6858,2024-06-30,9575,7662,2
9970,2024-06-30,5801,7662,1
1648,2024-06-30,9354,7662,5
4231,2024-06-30,10856,7662,5
580,2024-06-30,7668,7662,1
8576,2024-06-30,4052,7662,3
6420,2024-06-30,2862,7662,2
8390,2024-06-30,8573,7662,1
209,2024-06-30,6966,7662,5
8944,2024-06-30,9294,7662,5
4955,2024-06-30,8299,7662,1
5777,2024-06-30,3350,7662,2
4935,2024-06-30,5462,7662,1
2408,2024-06-30,3227,7662,1
4022,2024-06-30,6832,7662,3
8943,2024-06-30,3264,7662,1
205,2024-06-30,5145,7662,5
7407,2024-06-30,3227,7662,1
4010,2024-06-30,1197,7662,2
2910,2024-06-30,9011,7662,1
3495,2024-06-30,5145,7662,3
5627,2024-06-30,10071,7662,1
8188,2024-06-30,2175,7662,1
5309,2024-06-30,4180,7662,4
6577,2024-06-30,544,7662,5
6672,2024-06-30,5921,7662,3
5249,2024-06-30,5921,7662,3
9169,2024-06-30,11553,7662,2
9406,2024-06-30,4052,7662,1
517,2024-06-30,3552,7662,1
6142,2024-06-30,1585,7662,4
8709,2024-06-30,11844,7662,1
5322,2024-06-30,5433,7662,1
917,2024-06-30,2352,7662,2
527,2024-06-30,217,7662,1
9078,2024-06-30,8975,7662,1
9348,2024-06-30,9995,7662,1
6753,2024-06-30,8617,7662,1
6663,2024-06-30,4112,7662,1
9969,2024-06-30,10428,7662,1
4645,2024-06-30,8864,7662,5
7915,2024-06-30,7668,7662,1
3641,2024-06-30,2947,7662,3
3267,2024-06-30,5620,7662,2
3101,2024-06-30,10158,7662,1
5069,2024-06-30,473,7662,3
9877,2024-06-30,4140,7662,1
806,2024-06-30,2444,7662,5
8582,2024-06-30,8408,7662,1
1359,2024-06-30,6993,7662,2
7286,2024-06-30,2820,7662,3
6511,2024-06-30,3227,7662,1
9094,2024-06-30,9608,7662,1
7814,2024-06-30,2138,7662,5
7574,2024-06-30,3405,7662,1
1120,2024-06-30,10459,7662,1
8526,2024-06-30,10498,7662,1
5153,2024-06-30,10572,7662,1
1355,2024-06-30,4367,7662,1
7339,2024-06-30,16,7662,1
5006,2024-06-30,10653,7662,1
1956,2024-06-30,3379,7662,5
22,2024-06-30,5725,7662,1
6319,2024-06-30,9332,7662,1
2766,2024-06-30,2551,7662,5
9863,2024-06-30,2438,7662,3
4027,2024-06-30,2332,7662,1
9760,2024-06-30,9331,7662,1
6750,2024-06-30,7943,7662,1
1222,2024-06-30,4033,7662,1
5908,2024-06-30,11335,7662,1
421,2024-06-30,1617,4037,1
4451,2024-06-30,11093,7662,1
4967,2024-06-30,1402,7662,5
1381,2024-06-30,2567,7662,3
2517,2024-06-30,8381,7662,2
4063,2024-06-30,10392,7662,1
163,2024-06-30,4404,7662,1
1244,2024-06-30,10887,7662,5
6821,2024-06-30,11823,7662,1
2999,2024-06-30,32,7662,3
5154,2024-06-30,1097,7662,1
3922,2024-06-30,217,7662,3
7787,2024-06-30,5328,7662,1
8677,2024-06-30,3481,7662,2
9441,2024-06-30,8860,7662,3
5933,2024-06-30,1568,7662,2
6073,2024-06-30,5326,7662,1
846,2024-06-30,11236,7662,1
8610,2024-06-30,7838,7662,2
7777,2024-06-30,2030,7662,5
3349,2024-06-30,4266,7662,5
7999,2024-06-30,2814,7662,3
4793,2024-06-30,1309,7662,1
1971,2024-06-30,11521,7662,5
4499,2024-06-30,1403,7662,1
3953,2024-06-30,10994,7662,5
4381,2024-06-30,7205,7662,5
5056,2024-06-30,5651,7662,1
8276,2024-06-30,1491,7662,3
1938,2024-06-30,9036,7662,1
9658,2024-06-30,5310,7662,2
2866,2024-06-30,9168,7662,1
2973,2024-06-30,3681,7662,1
1660,2024-06-30,9168,7662,1
790,2024-06-30,2108,7662,3
3145,2024-06-30,5525,7662,1
1746,2024-06-30,3049,7662,1
5480,2024-06-30,10759,7662,2
6325,2024-06-30,7536,7662,5
7347,2024-06-30,9154,7662,3
5155,2024-06-30,10856,7662,1
1478,2024-06-30,9846,7662,1
5327,2024-06-30,2949,7662,2
8257,2024-06-30,9548,7662,2
5452,2024-06-30,10516,7662,3
6059,2024-06-30,678,8447,2
4200,2024-06-30,3577,7662,1
7921,2024-06-30,5310,7662,1
8830,2024-06-30,3681,7662,1
9203,2024-06-30,2443,7662,5
759,2024-06-30,9154,7662,1
8918,2024-06-30,8617,7662,3
8496,2024-06-30,9843,7662,1
3944,2024-06-30,7325,7662,3
1230,2024-06-30,11867,7662,5
9703,2024-06-30,10448,7662,1
6777,2024-06-30,6312,7662,1
7118,2024-06-30,7170,7662,5
871,2024-06-30,9527,7662,2
8411,2024-06-30,8018,7662,1
9065,2024-06-30,9331,7662,1
2293,2024-06-30,8878,7662,5
1327,2024-06-30,3366,7662,3
1694,2024-06-30,6638,7662,5
5084,2024-06-30,82,7662,3
902,2024-06-30,5433,7662,2
2720,2024-06-30,11094,7662,1
3373,2024-06-30,2622,7662,1
4346,2024-06-30,3915,7662,1
9567,2024-06-30,10888,7662,5
8563,2024-06-30,7186,7662,2
4757,2024-06-30,10278,7662,1
6521,2024-06-30,7990,7662,1
2350,2024-06-30,10278,7662,3
609,2024-06-30,9491,7662,1
5548,2024-06-30,9864,7662,2
3904,2024-06-30,1985,7662,5
7315,2024-06-30,6486,7662,1
6998,2024-06-30,6412,7662,1
64,2024-06-30,8876,7662,1
8305,2024-06-30,4424,7662,1
1750,2024-06-30,5310,7662,5
566,2024-06-30,4669,7662,1
4366,2024-06-30,10759,7662,1
7196,2024-06-30,496,7662,1
8755,2024-06-30,7864,7662,1
9069,2024-06-30,10888,7662,5
1594,2024-06-30,7174,7662,3
7936,2024-06-30,8333,7662,1
2399,2024-06-30,104,7662,2
736,2024-06-30,2460,7662,3
5834,2024-06-30,4380,7662,1
3157,2024-06-30,9165,7662,1
9119,2024-06-30,9165,7662,1
989,2024-06-30,6395,7662,2
3802,2024-06-30,10962,7662,5
5238,2024-06-30,11599,7662,3
4019,2024-06-30,9402,7662,2
3690,2024-06-30,11821,7662,2
4020,2024-06-30,9033,7662,2
9523,2024-06-30,6564,7662,2
3999,2024-06-30,11649,125,1
317,2024-06-30,2901,7662,1
8556,2024-06-30,1428,7662,1
9052,2024-06-30,8333,7662,1
6890,2024-06-30,10822,7662,1
968,2024-06-30,5914,7662,5
7285,2024-06-30,11837,7662,3
1837,2024-06-30,2521,7662,1
5724,2024-06-30,5369,7662,1
235,2024-06-30,8298,7662,1
4372,2024-06-30,2861,7662,1
6812,2024-06-30,4718,7662,2
9607,2024-06-30,11036,7662,4
2794,2024-06-30,6993,7662,1
5232,2024-06-30,9320,7662,1
7962,2024-06-30,2373,7662,1
5055,2024-06-30,10742,7662,2
1142,2024-06-30,1395,7662,3
6870,2024-06-30,8441,7662,1
7205,2024-06-30,1428,7662,1
4565,2024-06-30,9154,7662,1
8498,2024-06-30,5373,7662,3
9631,2024-06-30,304,7662,5
853,2024-06-30,11318,7662,3
3629,2024-06-30,4195,7662,1
9454,2024-06-30,830,7662,1
6594,2024-06-30,6900,7662,1
4559,2024-06-30,2279,7662,2
2268,2024-06-30,8943,7662,2
2995,2024-06-30,5549,7662,1
6727,2024-06-30,11304,7662,1
2186,2024-06-30,1243,7662,1
6476,2024-06-30,10809,7662,1
3808,2024-06-30,8823,7662,1
5173,2024-06-30,3675,7662,3
5342,2024-06-30,7107,7662,1
9919,2024-06-30,5234,7662,1
9847,2024-06-30,7442,7662,3
9745,2024-06-30,7910,7662,1
1606,2024-06-30,1407,7662,1
1840,2024-06-30,9293,7662,1
5820,2024-06-30,9171,7662,1
9546,2024-06-30,782,7662,1
5813,2024-06-30,8947,7662,1
4305,2024-06-30,6599,7662,1
399,2024-06-30,5209,7662,1
5687,2024-06-30,5935,7662,1
3894,2024-06-30,10464,7662,5
5969,2024-06-30,7528,7662,1
4557,2024-06-30,742,7662,1
7025,2024-06-30,9615,7662,1
6955,2024-06-30,449,7662,1
4235,2024-06-30,10585,7662,1
7496,2024-06-30,6461,7662,1
9100,2024-06-30,4285,7662,1
9154,2024-06-30,11802,7662,1
6640,2024-06-30,622,7662,5
5896,2024-06-30,11824,7662,1
9887,2024-06-30,9558,7662,5
6385,2024-06-30,4263,7662,1
5023,2024-06-30,5582,7662,1
5557,2024-06-30,1951,7662,1
7842,2024-06-30,10063,7662,3
1505,2024-06-30,5052,7662,1
2328,2024-06-30,8120,7662,1
426,2024-06-30,5618,7662,1
384,2024-06-30,10109,7662,1
5261,2024-06-30,2428,7662,1
3857,2024-06-30,11450,7662,1
2938,2024-06-30,6682,7662,5
7598,2024-06-30,4471,7662,4
616,2024-06-30,6175,7662,1
3903,2024-06-30,11510,7662,1
4035,2024-06-30,4947,7662,1
2437,2024-06-30,3578,7662,1
6549,2024-06-30,3342,7662,1
7364,2024-06-30,6565,7662,1
9665,2024-06-30,5836,7662,1
227,2024-06-30,9423,7662,5
5986,2024-06-30,4023,7662,1
2637,2024-06-30,3949,7662,1
8433,2024-06-30,6054,7662,1
3160,2024-06-30,6114,7662,1
4408,2024-06-30,6114,7662,1
366,2024-06-30,8526,7662,3
5483,2024-06-30,10823,7662,1
5090,2024-06-30,2050,7662,1
5890,2024-06-30,10815,7662,1
728,2024-06-30,2213,7662,1
2612,2024-06-30,106,7662,1
8074,2024-06-30,10823,7662,1
2767,2024-06-30,8107,7662,1
4846,2024-06-30,2538,7662,1
1487,2024-06-30,9233,7662,1
8288,2024-06-30,6009,7662,3
570,2024-06-30,9995,7662,1
46,2024-06-30,5527,7662,1
420,2024-06-30,5313,7662,1
4442,2024-06-30,6596,7662,5
4667,2024-06-30,7810,7662,1
3976,2024-06-30,7816,7662,1
8148,2024-06-30,11532,7662,5
4167,2024-06-30,1293,7662,1
9424,2024-06-30,3868,7662,5
5384,2024-06-30,4947,7662,1
932,2024-06-30,6625,7662,1
2162,2024-06-30,3153,7662,1
2988,2024-06-30,4261,7662,1
823,2024-06-30,11730,7662,3
6250,2024-06-30,8908,7662,1
3127,2024-06-30,9104,7662,5
1088,2024-06-30,255,7662,1
6416,2024-06-30,11482,7662,4
564,2024-06-30,4841,7662,1
9950,2024-06-30,9496,7662,5
5014,2024-06-30,10060,7662,1
5576,2024-06-30,9011,7662,1
220,2024-06-30,6314,7662,5
7175,2024-06-30,11557,7662,1
1318,2024-06-30,1410,7662,1
2903,2024-06-30,10636,7662,1
2774,2024-06-30,4443,7662,4
1754,2024-06-30,10605,7662,1
9267,2024-06-30,5059,7662,1
6913,2024-06-30,8039,7662,1
6376,2024-06-30,559,7662,5
7370,2024-06-30,3104,7662,1
3130,2024-06-30,2428,7662,1
7931,2024-06-30,10025,7662,5
7988,2024-06-30,10106,7662,5
4879,2024-06-30,7890,7662,1
9893,2024-06-30,8947,7662,1
5589,2024-06-30,9431,7662,1
9320,2024-06-30,1672,7662,1
7483,2024-06-30,1293,7662,1
8817,2024-06-30,3104,7662,1
5127,2024-06-30,1420,7662,1
9064,2024-06-30,8360,7662,1
5054,2024-06-30,9431,7662,1
224,2024-06-30,4708,7662,1
6925,2024-06-30,1420,7662,1
2515,2024-06-30,4946,7662,1
8913,2024-06-30,10200,7662,1
7540,2024-06-30,9329,7662,5
3935,2024-06-30,9565,7662,1
6778,2024-06-30,7189,7662,3
3338,2024-06-30,75,7662,1
4082,2024-06-30,3544,5631,4
2580,2024-06-30,6290,7662,1
424,2024-06-30,1315,7662,1
8797,2024-06-30,1462,3175,1
7877,2024-06-30,5836,7662,1
6087,2024-06-30,1686,7662,1
1659,2024-06-30,1109,7662,1
9097,2024-06-30,8360,7662,1
9850,2024-06-30,8688,7662,1
6553,2024-06-30,1462,818,1
4630,2024-06-30,7912,7662,1
5732,2024-06-30,1462,240,1
6210,2024-06-30,2213,7662,1
833,2024-06-30,9228,4287,1
9376,2024-06-30,10484,7662,1
2274,2024-06-30,1860,7662,1
6643,2024-06-30,1462,6099,1
7147,2024-06-30,3536,7662,1
4853,2024-06-30,3630,7662,5
6475,2024-06-30,690,7662,5
325,2024-06-30,7989,7662,3
9928,2024-06-30,1462,8993,1
5762,2024-06-30,1420,7662,1
4995,2024-06-30,10200,7662,1
8837,2024-06-30,7302,7662,1
8578,2024-06-30,4371,7662,1
9945,2024-06-30,7912,7662,1
6916,2024-06-30,3174,7662,1
5340,2024-06-30,6637,7662,1
5572,2024-06-30,11734,7662,1
8191,2024-06-30,2046,7662,1
9587,2024-06-30,1462,2829,1
1167,2024-06-30,3139,7662,1
1848,2024-06-30,11495,7662,1
9488,2024-06-30,1460,7662,1
3418,2024-06-30,3111,7662,1
3,2024-06-30,1420,7662,1
9377,2024-06-30,4824,7662,1
9311,2024-06-30,6637,7662,1
9558,2024-06-30,8393,7662,1
99,2024-06-30,7912,7662,1
8826,2024-06-30,11184,7662,1
3009,2024-06-30,8593,7662,1
5763,2024-06-30,9797,7662,4
4833,2024-06-30,8393,7662,1
9238,2024-06-30,4635,7662,1
3915,2024-06-30,8504,7662,1
3398,2024-06-30,3139,7662,1
9287,2024-06-30,568,7662,1
32,2024-06-30,7815,7662,1
9746,2024-06-30,5471,7662,1
8770,2024-06-30,3745,7662,1
2206,2024-06-30,3649,7662,1
8961,2024-06-30,10315,7662,1
3117,2024-06-30,4480,7662,1
9015,2024-06-30,7119,7662,1
7224,2024-06-30,1106,7662,1
195,2024-06-30,8360,7662,1
4622,2024-06-30,4056,7662,1
3246,2024-06-30,9171,7662,1
8285,2024-06-30,10642,7662,3
2342,2024-06-30,7912,7662,1
8115,2024-06-30,1407,7662,1
4547,2024-06-30,9995,7662,1
7963,2024-06-30,8687,7662,1
181,2024-06-30,6319,7662,5
554,2024-06-30,2564,7662,1
598,2024-06-30,3636,7662,1
140,2024-06-30,9539,7662,1
1024,2024-06-30,7378,7662,1
586,2024-06-30,8678,7662,1
8333,2024-06-30,7283,7662,1
966,2024-06-30,6377,7662,1
4083,2024-06-30,119,7662,1
5720,2024-06-30,9440,7662,1
6296,2024-06-30,7248,7662,5
4577,2024-06-30,7145,7662,1
8396,2024-06-30,1407,7662,1
3872,2024-06-30,9432,7662,5
1471,2024-06-30,8128,7662,5
5751,2024-06-30,2868,7662,1
979,2024-06-30,7248,7662,5
5787,2024-06-30,810,7662,5
8972,2024-06-30,6591,7662,1
3370,2024-06-30,1106,7662,1
4352,2024-06-30,7376,7662,1
1143,2024-06-30,8125,7662,3
9944,2024-06-30,7330,7662,5
6816,2024-06-30,7250,7662,5
4460,2024-06-30,2649,7662,1
5457,2024-06-30,990,7662,1
6850,2024-06-30,11557,7662,1
5543,2024-06-30,11422,7662,1
3322,2024-06-30,1407,7662,1
7822,2024-06-30,372,7662,5
7570,2024-06-30,5821,7662,1
940,2024-06-30,6192,7662,1
4044,2024-06-30,6091,7662,1
2185,2024-06-30,10571,7662,5
7215,2024-06-30,2451,7662,1
3180,2024-06-30,7650,7662,1
1580,2024-06-30,8337,7662,1
8690,2024-06-30,10373,7662,1
8178,2024-06-30,7806,7662,4
4607,2024-06-30,9758,7662,1
3626,2024-06-30,8371,7662,5
6408,2024-06-30,10503,7662,1
4800,2024-06-30,3327,7662,1
7595,2024-06-30,4972,7662,5
2465,2024-06-30,2072,7662,1
8650,2024-06-30,11275,7662,1
5028,2024-06-30,2368,7662,1
4807,2024-06-30,1534,7662,1
4078,2024-06-30,6114,7662,1
7276,2024-06-30,3503,7662,3
9578,2024-06-30,1315,7662,1
5161,2024-06-30,10770,7662,4
3231,2024-06-30,8224,7662,5
2605,2024-06-30,11135,7662,4
7293,2024-06-30,9264,7662,1
4265,2024-06-30,11079,7662,1
6348,2024-06-30,11060,7662,1
4940,2024-06-30,2564,7662,1
8009,2024-06-30,7771,7662,1
1082,2024-06-30,5510,7662,1
1105,2024-06-30,2094,7662,1
5681,2024-06-30,1667,7662,1
9063,2024-06-30,5600,7662,1
3529,2024-06-30,6175,7662,1
8986,2024-06-30,10933,7662,1
6960,2024-06-30,2774,7662,4
1158,2024-06-30,1315,7662,1
5666,2024-06-30,1719,7662,1
186,2024-06-30,8394,7662,1
6386,2024-06-30,9524,7662,1
257,2024-06-30,2808,7711,1
6194,2024-06-30,9524,7662,1
2834,2024-06-30,6967,7662,1
314,2024-06-30,5041,7662,1
867,2024-06-30,8923,7662,5
1825,2024-06-30,9462,7662,1
8449,2024-06-30,8533,7662,1
2309,2024-06-30,11104,7662,3
3371,2024-06-30,7091,7662,1
6928,2024-06-30,4849,7662,1
